Order_Date,Order_Revenue,Running_Total_Revenue
"2006-09-23 00:00:00",1614.8000,73812.0700
"2006-09-24 00:00:00",182.4000,73994.4700
"2006-09-25 00:00:00",2094.3000,76088.7700
"2006-09-26 00:00:00",516.8000,76605.5700
"2006-09-27 00:00:00",2835.0000,79440.5700
"2006-09-30 00:00:00",288.0000,79728.5700
"2006-10-01 00:00:00",240.4000,79968.9700
"2006-10-02 00:00:00",1191.2000,81160.1700
"2006-10-03 00:00:00",660.0000,81820.1700
"2006-10-04 00:00:00",112.0000,81932.1700
"2006-10-07 00:00:00",164.4000,82096.5700
"2006-10-08 00:00:00",5275.7150,87372.2850
"2006-10-09 00:00:00",1497.0000,88869.2850
"2006-10-10 00:00:00",982.0000,89851.2850
"2006-10-11 00:00:00",1810.0000,91661.2850
"2006-10-14 00:00:00",1168.0000,92829.2850
"2006-10-15 00:00:00",4578.4300,97407.7150
"2006-10-16 00:00:00",1737.5000,99145.2150
"2006-10-17 00:00:00",1786.8800,100932.0950
"2006-10-18 00:00:00",877.2000,101809.2950
"2006-10-21 00:00:00",144.8000,101954.0950
"2006-10-22 00:00:00",2036.1600,103990.2550
"2006-10-23 00:00:00",285.1200,104275.3750
"2006-10-24 00:00:00",2467.0000,106742.3750
"2006-10-25 00:00:00",934.5000,107676.8750
"2006-10-28 00:00:00",3354.0000,111030.8750
"2006-10-29 00:00:00",2788.7800,113819.6550
"2006-10-30 00:00:00",1840.6400,115660.2950
"2006-10-31 00:00:00",1584.0000,117244.2950
"2006-11-01 00:00:00",2296.0000,119540.2950
"2006-11-04 00:00:00",2924.8000,122465.0950
"2006-11-05 00:00:00",1618.8800,124083.9750
"2006-11-06 00:00:00",814.4200,124898.3950
"2006-11-07 00:00:00",363.6000,125261.9950
"2006-11-08 00:00:00",141.6000,125403.5950
"2006-11-11 00:00:00",6040.7850,131444.3800
"2006-11-12 00:00:00",136.3000,131580.6800
"2006-11-13 00:00:00",8593.2800,140173.9600
"2006-11-14 00:00:00",568.8000,140742.7600
"2006-11-15 00:00:00",480.0000,141222.7600
"2006-11-18 00:00:00",1106.4000,142329.1600
"2006-11-19 00:00:00",1167.6800,143496.8400
"2006-11-20 00:00:00",429.4000,143926.2400
"2006-11-21 00:00:00",3471.6800,147397.9200
"2006-11-22 00:00:00",9436.4400,156834.3600
"2006-11-25 00:00:00",1549.6000,158383.9600
"2006-11-26 00:00:00",1397.2000,159781.1600
"2006-11-27 00:00:00",403.2000,160184.3600
"2006-11-28 00:00:00",970.2000,161154.5600
"2006-11-29 00:00:00",1689.7800,162844.3400
"2006-12-02 00:00:00",2390.4000,165234.7400
"2006-12-03 00:00:00",1190.5600,166425.3000
"2006-12-04 00:00:00",9210.9000,175636.2000
"2006-12-05 00:00:00",1825.4000,177461.6000
"2006-12-06 00:00:00",338.0000,177799.6000
"2006-12-09 00:00:00",1262.6000,179062.2000
"2006-12-10 00:00:00",103.2000,179165.4000
"2006-12-11 00:00:00",863.2800,180028.6800
"2006-12-12 00:00:00",1425.8200,181454.5000
"2006-12-13 00:00:00",2900.0000,184354.5000
"2006-12-16 00:00:00",3121.4000,187475.9000
"2006-12-17 00:00:00",691.2000,188167.1000
"2006-12-18 00:00:00",1224.4000,189391.5000
"2006-12-19 00:00:00",1228.8000,190620.3000
"2006-12-20 00:00:00",1832.8000,192453.1000
"2006-12-23 00:00:00",2177.2800,194630.3800
"2006-12-24 00:00:00",1440.0000,196070.3800
"2006-12-25 00:00:00",2998.9500,199069.3300
"2006-12-26 00:00:00",2122.9200,201192.2500
"2006-12-27 00:00:00",2620.5200,203812.7700
"2006-12-30 00:00:00",2505.6000,206318.3700
"2006-12-31 00:00:00",1765.6000,208083.9700
"2007-01-01 00:00:00",6931.6000,215015.5700
"2007-01-02 00:00:00",2713.5000,217729.0700
"2007-01-03 00:00:00",2446.2650,220175.3350
"2007-01-06 00:00:00",400.0000,220575.3350
"2007-01-07 00:00:00",3024.7800,223600.1150
"2007-01-08 00:00:00",1622.4000,225222.5150
"2007-01-09 00:00:00",319.2000,225541.7150
"2007-01-10 00:00:00",1768.8000,227310.5150
"2007-01-13 00:00:00",334.8000,227645.3150
"2007-01-14 00:00:00",2348.0300,229993.3450
"2007-01-15 00:00:00",102.4000,230095.7450
"2007-01-16 00:00:00",11908.4000,242004.1450
"2007-01-17 00:00:00",1814.8000,243818.9450
"2007-01-20 00:00:00",2097.6000,245916.5450
"2007-01-21 00:00:00",2902.1100,248818.6550
"2007-01-22 00:00:00",49.8000,248868.4550
"2007-01-23 00:00:00",10214.5600,259083.0150
"2007-01-24 00:00:00",360.0000,259443.0150
"2007-01-27 00:00:00",989.2000,260432.2150
"2007-01-28 00:00:00",192.0000,260624.2150
"2007-01-29 00:00:00",1441.3750,262065.5900
"2007-01-30 00:00:00",6791.4500,268857.0400
"2007-01-31 00:00:00",485.0000,269342.0400
"2007-02-03 00:00:00",1172.3200,270514.3600
"2007-02-04 00:00:00",631.6000,271145.9600
"2007-02-05 00:00:00",2387.5200,273533.4800
"2007-02-06 00:00:00",454.0000,273987.4800
"2007-02-07 00:00:00",1078.0000,275065.4800
"2007-02-10 00:00:00",6679.1350,281744.6150
"2007-02-11 00:00:00",1792.0000,283536.6150
"2007-02-12 00:00:00",1549.1400,285085.7550
"2007-02-13 00:00:00",174.9000,285260.6550
"2007-02-14 00:00:00",1160.6400,286421.2950
"2007-02-17 00:00:00",443.4000,286864.6950
"2007-02-18 00:00:00",1838.2000,288702.8950
"2007-02-19 00:00:00",4274.7800,292977.6750
"2007-02-20 00:00:00",2018.5000,294996.1750
"2007-02-21 00:00:00",738.9000,295735.0750
"2007-02-24 00:00:00",2684.0000,298419.0750
"2007-02-25 00:00:00",2141.6000,300560.6750
"2007-02-26 00:00:00",3891.0000,304451.6750
"2007-02-27 00:00:00",1659.2000,306110.8750
"2007-02-28 00:00:00",1714.8000,307825.6750
"2007-03-03 00:00:00",156.0000,307981.6750
"2007-03-04 00:00:00",2322.5800,310304.2550
"2007-03-05 00:00:00",2518.0000,312822.2550
"2007-03-06 00:00:00",451.2000,313273.4550
"2007-03-07 00:00:00",717.6000,313991.0550
"2007-03-10 00:00:00",956.6750,314947.7300
"2007-03-11 00:00:00",3148.8000,318096.5300
"2007-03-12 00:00:00",1036.8000,319133.3300
"2007-03-13 00:00:00",1479.5000,320612.8300
"2007-03-14 00:00:00",1505.1800,322118.0100
"2007-03-17 00:00:00",738.4800,322856.4900
"2007-03-18 00:00:00",471.2000,323327.6900
"2007-03-19 00:00:00",10495.6000,333823.2900
"2007-03-20 00:00:00",2228.0000,336051.2900
"2007-03-21 00:00:00",147.0000,336198.2900
"2007-03-24 00:00:00",1055.0000,337253.2900
"2007-03-25 00:00:00",1584.0000,338837.2900
"2007-03-26 00:00:00",2161.7000,340998.9900
"2007-03-27 00:00:00",1512.0000,342510.9900
"2007-03-28 00:00:00",439.2000,342950.1900
"2007-03-31 00:00:00",3422.7050,346372.8950
"2007-04-01 00:00:00",851.2000,347224.0950
"2007-04-02 00:00:00",1520.4000,348744.4950
"2007-04-03 00:00:00",278.0000,349022.4950
"2007-04-04 00:00:00",1570.6000,350593.0950
"2007-04-07 00:00:00",575.0000,351168.0950
"2007-04-08 00:00:00",1412.0000,352580.0950
"2007-04-09 00:00:00",672.2600,353252.3550
"2007-04-10 00:00:00",816.3000,354068.6550
"2007-04-11 00:00:00",3437.0000,357505.6550
"2007-04-14 00:00:00",147.9000,357653.5550
"2007-04-15 00:00:00",1164.8625,358818.4175
"2007-04-16 00:00:00",240.0000,359058.4175
"2007-04-17 00:00:00",136.8000,359195.2175
"2007-04-18 00:00:00",7257.5400,366452.7575
"2007-04-21 00:00:00",525.3000,366978.0575
"2007-04-22 00:00:00",10565.4500,377543.5075
"2007-04-23 00:00:00",9921.3000,387464.8075
"2007-04-24 00:00:00",2733.0500,390197.8575
"2007-04-25 00:00:00",4150.0500,394347.9075
"2007-04-28 00:00:00",2314.2000,396662.1075
"2007-04-29 00:00:00",425.5000,397087.6075
"2007-04-30 00:00:00",2318.2400,399405.8475
"2007-05-01 00:00:00",5636.9600,405042.8075
"2007-05-02 00:00:00",818.4000,405861.2075
"2007-05-05 00:00:00",2654.4000,408515.6075
"2007-05-06 00:00:00",392.2000,408907.8075
"2007-05-07 00:00:00",946.0000,409853.8075
"2007-05-08 00:00:00",4290.0000,414143.8075
"2007-05-09 00:00:00",796.3500,414940.1575
"2007-05-12 00:00:00",2687.9000,417628.0575
"2007-05-13 00:00:00",1940.8500,419568.9075
"2007-05-14 00:00:00",3468.8000,423037.7075
"2007-05-15 00:00:00",139.8000,423177.5075
"2007-05-16 00:00:00",355.5000,423533.0075
"2007-05-19 00:00:00",12138.2200,435671.2275
"2007-05-20 00:00:00",469.1100,436140.3375
"2007-05-21 00:00:00",1921.7000,438062.0375
"2007-05-22 00:00:00",210.0000,438272.0375
"2007-05-23 00:00:00",4604.8000,442876.8375
"2007-05-26 00:00:00",240.1000,443116.9375
"2007-05-27 00:00:00",3554.2750,446671.2125
"2007-05-28 00:00:00",2360.6000,449031.8125
"2007-05-29 00:00:00",880.5000,449912.3125
"2007-05-30 00:00:00",3274.8250,453187.1375
"2007-06-02 00:00:00",2944.4000,456131.5375
"2007-06-03 00:00:00",1987.7000,458119.2375
"2007-06-04 00:00:00",2142.9000,460262.1375
"2007-06-05 00:00:00",520.4100,460782.5475
"2007-06-06 00:00:00",3916.9250,464699.4725
"2007-06-09 00:00:00",488.7000,465188.1725
"2007-06-10 00:00:00",2199.0500,467387.2225
"2007-06-11 00:00:00",639.9000,468027.1225
"2007-06-12 00:00:00",4280.0000,472307.1225
"2007-06-13 00:00:00",155.0000,472462.1225
"2007-06-16 00:00:00",890.0000,473352.1225
"2007-06-17 00:00:00",3015.8375,476367.9600
"2007-06-18 00:00:00",1501.0850,477869.0450
"2007-06-19 00:00:00",2846.3000,480715.3450
"2007-06-20 00:00:00",2147.4000,482862.7450
"2007-06-23 00:00:00",1407.4500,484270.1950
"2007-06-24 00:00:00",477.0000,484747.1950
"2007-06-25 00:00:00",317.7500,485064.9450
"2007-06-26 00:00:00",1323.7450,486388.6900
"2007-06-27 00:00:00",330.0000,486718.6900
"2007-06-30 00:00:00",2831.2500,489549.9400
"2007-07-01 00:00:00",142.5000,489692.4400
"2007-07-02 00:00:00",831.1800,490523.6200
"2007-07-03 00:00:00",3120.0000,493643.6200
"2007-07-04 00:00:00",72.0000,493715.6200
"2007-07-07 00:00:00",1913.5000,495629.1200
"2007-07-08 00:00:00",516.4675,496145.5875
"2007-07-09 00:00:00",2559.9000,498705.4875
"2007-07-10 00:00:00",4725.0000,503430.4875
"2007-07-11 00:00:00",1898.9600,505329.4475
"2007-07-14 00:00:00",2388.5000,507717.9475
"2007-07-15 00:00:00",493.0000,508210.9475
"2007-07-16 00:00:00",2764.8000,510975.7475
"2007-07-17 00:00:00",48.7500,511024.4975
"2007-07-18 00:00:00",1713.8500,512738.3475
"2007-07-21 00:00:00",4109.7000,516848.0475
"2007-07-22 00:00:00",7605.8000,524453.8475
"2007-07-23 00:00:00",1064.0000,525517.8475
"2007-07-24 00:00:00",424.0000,525941.8475
"2007-07-25 00:00:00",1107.2500,527049.0975
"2007-07-28 00:00:00",6375.0000,533424.0975
"2007-07-29 00:00:00",817.2000,534241.2975
"2007-07-30 00:00:00",120.0000,534361.2975
"2007-07-31 00:00:00",6209.5000,540570.7975
"2007-08-01 00:00:00",2697.5000,543268.2975
"2007-08-04 00:00:00",1260.0000,544528.2975
"2007-08-05 00:00:00",816.0000,545344.2975
"2007-08-06 00:00:00",560.0000,545904.2975
"2007-08-07 00:00:00",2730.1900,548634.4875
"2007-08-08 00:00:00",479.7500,549114.2375
"2007-08-11 00:00:00",2689.3500,551803.5875
"2007-08-12 00:00:00",3225.0500,555028.6375
"2007-08-13 00:00:00",903.6000,555932.2375
"2007-08-14 00:00:00",644.8000,556577.0375
"2007-08-15 00:00:00",10496.0925,567073.1300
"2007-08-18 00:00:00",1326.2250,568399.3550
"2007-08-19 00:00:00",3391.4375,571790.7925
"2007-08-20 00:00:00",3220.0500,575010.8425
"2007-08-21 00:00:00",708.7500,575719.5925
"2007-08-22 00:00:00",2750.0000,578469.5925
"2007-08-25 00:00:00",2186.3000,580655.8925
"2007-08-26 00:00:00",1535.0000,582190.8925
"2007-08-27 00:00:00",2082.0000,584272.8925
"2007-08-28 00:00:00",1806.3750,586079.2675
"2007-08-29 00:00:00",1779.2000,587858.4675
"2007-09-01 00:00:00",716.6350,588575.1025
"2007-09-02 00:00:00",1684.9800,590260.0825
"2007-09-03 00:00:00",154.4000,590414.4825
"2007-09-04 00:00:00",4975.8150,595390.2975
"2007-09-05 00:00:00",5691.6200,601081.9175
"2007-09-08 00:00:00",1701.0000,602782.9175
"2007-09-09 00:00:00",687.6000,603470.5175
"2007-09-10 00:00:00",3218.7875,606689.3050
"2007-09-11 00:00:00",1295.0000,607984.3050
"2007-09-12 00:00:00",6203.7400,614188.0450
"2007-09-15 00:00:00",1195.2750,615383.3200
"2007-09-16 00:00:00",2301.7500,617685.0700
"2007-09-17 00:00:00",4735.3500,622420.4200
"2007-09-18 00:00:00",457.3500,622877.7700
"2007-09-19 00:00:00",1423.0000,624300.7700
"2007-09-22 00:00:00",1348.2150,625648.9850
"2007-09-23 00:00:00",5916.5000,631565.4850
"2007-09-24 00:00:00",1261.8750,632827.3600
"2007-09-25 00:00:00",1662.9000,634490.2600
"2007-09-26 00:00:00",1831.0000,636321.2600
"2007-09-29 00:00:00",801.1000,637122.3600
"2007-09-30 00:00:00",6365.3500,643487.7100
"2007-10-01 00:00:00",3633.1000,647120.8100
"2007-10-02 00:00:00",862.5000,647983.3100
"2007-10-03 00:00:00",11042.8000,659026.1100
"2007-10-06 00:00:00",6896.2000,665922.3100
"2007-10-07 00:00:00",642.0000,666564.3100
"2007-10-08 00:00:00",1801.4250,668365.7350
"2007-10-09 00:00:00",3550.4435,671916.1785
"2007-10-10 00:00:00",1638.4000,673554.5785
"2007-10-13 00:00:00",3194.5000,676749.0785
"2007-10-14 00:00:00",3140.5000,679889.5785
"2007-10-15 00:00:00",378.0000,680267.5785
"2007-10-16 00:00:00",3534.0000,683801.5785
"2007-10-17 00:00:00",3604.4000,687405.9785
"2007-10-20 00:00:00",93.5000,687499.4785
"2007-10-21 00:00:00",5685.1800,693184.6585
"2007-10-22 00:00:00",5033.6500,698218.3085
"2007-10-23 00:00:00",1296.0000,699514.3085
"2007-10-24 00:00:00",1976.7500,701491.0585
"2007-10-27 00:00:00",4307.2525,705798.3110
"2007-10-28 00:00:00",550.0000,706348.3110
"2007-10-29 00:00:00",2493.8750,708842.1860
"2007-10-30 00:00:00",1106.9500,709949.1360
"2007-10-31 00:00:00",287.8000,710236.9360
"2007-11-03 00:00:00",2279.5000,712516.4360
"2007-11-04 00:00:00",3146.7500,715663.1860
"2007-11-05 00:00:00",484.2625,716147.4485
"2007-11-06 00:00:00",2250.5000,718397.9485
"2007-11-07 00:00:00",2957.3500,721355.2985
"2007-11-10 00:00:00",536.4000,721891.6985
"2007-11-11 00:00:00",1136.8000,723028.4985
"2007-11-12 00:00:00",292.3500,723320.8485
"2007-11-13 00:00:00",1416.0000,724736.8485
"2007-11-14 00:00:00",3346.0000,728082.8485
"2007-11-17 00:00:00",1055.2000,729138.0485
"2007-11-18 00:00:00",4529.8000,733667.8485
"2007-11-19 00:00:00",4224.5500,737892.3985
"2007-11-20 00:00:00",3276.0000,741168.3985
"2007-11-21 00:00:00",1590.5625,742758.9610
"2007-11-24 00:00:00",1883.4840,744642.4450
"2007-11-25 00:00:00",143.2000,744785.6450
"2007-11-26 00:00:00",1948.5000,746734.1450
"2007-11-27 00:00:00",5072.0000,751806.1450
"2007-11-28 00:00:00",1964.6000,753770.7450
"2007-12-01 00:00:00",2917.0000,756687.7450
"2007-12-02 00:00:00",4844.0000,761531.7450
"2007-12-03 00:00:00",2902.0000,764433.7450
"2007-12-04 00:00:00",1515.6000,765949.3450
"2007-12-05 00:00:00",2338.0000,768287.3450
"2007-12-08 00:00:00",3161.2750,771448.6200
"2007-12-09 00:00:00",236.2500,771684.8700
"2007-12-10 00:00:00",3947.2200,775632.0900
"2007-12-11 00:00:00",2899.1500,778531.2400
"2007-12-12 00:00:00",228.0000,778759.2400
"2007-12-15 00:00:00",6859.2750,785618.5150
"2007-12-16 00:00:00",2151.5000,787770.0150
"2007-12-17 00:00:00",988.3800,788758.3950
"2007-12-18 00:00:00",3318.0000,792076.3950
"2007-12-19 00:00:00",4153.8400,796230.2350
"2007-12-22 00:00:00",5141.0000,801371.2350
"2007-12-23 00:00:00",2229.6070,803600.8420
"2007-12-24 00:00:00",2663.8600,806264.7020
"2007-12-25 00:00:00",2761.3640,809026.0660
"2007-12-26 00:00:00",3469.0350,812495.1010
"2007-12-29 00:00:00",5969.6625,818464.7635
"2007-12-30 00:00:00",6246.4100,824711.1735
"2007-12-31 00:00:00",458.0000,825169.1735
"2008-01-01 00:00:00",1738.0000,826907.1735
"2008-01-02 00:00:00",2544.8000,829451.9735
"2008-01-05 00:00:00",2430.8500,831882.8235
"2008-01-06 00:00:00",19399.2950,851282.1185
"2008-01-07 00:00:00",2450.0000,853732.1185
"2008-01-08 00:00:00",915.9000,854648.0185
"2008-01-09 00:00:00",4107.5600,858755.5785
"2008-01-12 00:00:00",1573.0000,860328.5785
"2008-01-13 00:00:00",4670.0000,864998.5785
"2008-01-14 00:00:00",3159.5100,868158.0885
"2008-01-15 00:00:00",3185.4440,871343.5325
"2008-01-16 00:00:00",5770.0000,877113.5325
"2008-01-19 00:00:00",2977.1250,880090.6575
"2008-01-20 00:00:00",5556.0000,885646.6575
"2008-01-21 00:00:00",4706.7000,890353.3575
"2008-01-22 00:00:00",6043.9200,896397.2775
"2008-01-23 00:00:00",2528.3190,898925.5965
"2008-01-26 00:00:00",5587.0000,904512.5965
"2008-01-27 00:00:00",5819.3875,910331.9840
"2008-01-28 00:00:00",2708.2125,913040.1965
"2008-01-29 00:00:00",2246.6875,915286.8840
"2008-01-30 00:00:00",4104.4000,919391.2840
"2008-02-02 00:00:00",17110.6500,936501.9340
"2008-02-03 00:00:00",1194.6000,937696.5340
"2008-02-04 00:00:00",3710.6000,941407.1340
"2008-02-05 00:00:00",4037.6900,945444.8240
"2008-02-06 00:00:00",1356.3500,946801.1740
"2008-02-09 00:00:00",2872.1250,949673.2990
"2008-02-10 00:00:00",3650.3000,953323.5990
"2008-02-11 00:00:00",1042.6400,954366.2390
"2008-02-12 00:00:00",2623.0700,956989.3090
"2008-02-13 00:00:00",3197.5000,960186.8090
"2008-02-16 00:00:00",12845.1000,973031.9090
"2008-02-17 00:00:00",2458.9325,975490.8415
"2008-02-18 00:00:00",14634.6100,990125.4515
"2008-02-19 00:00:00",11585.7400,1001711.1915
"2008-02-20 00:00:00",186.1500,1001897.3415
"2008-02-23 00:00:00",1797.9300,1003695.2715
"2008-02-24 00:00:00",3198.3000,1006893.5715
"2008-02-25 00:00:00",536.0000,1007429.5715
"2008-02-26 00:00:00",9613.3000,1017042.8715
"2008-02-27 00:00:00",1763.7000,1018806.5715
"2008-03-02 00:00:00",2936.1900,1021742.7615
"2008-03-03 00:00:00",3817.3000,1025560.0615
"2008-03-04 00:00:00",2825.2500,1028385.3115
"2008-03-05 00:00:00",2112.2500,1030497.5615
"2008-03-06 00:00:00",5763.9300,1036261.4915
"2008-03-09 00:00:00",1575.5000,1037836.9915
"2008-03-10 00:00:00",4014.1750,1041851.1665
"2008-03-11 00:00:00",5642.7500,1047493.9165
"2008-03-12 00:00:00",2677.8250,1050171.7415
"2008-03-13 00:00:00",7004.2500,1057175.9915
"2008-03-16 00:00:00",5481.2050,1062657.1965
"2008-03-17 00:00:00",2410.9350,1065068.1315
"2008-03-18 00:00:00",2675.4500,1067743.5815
"2008-03-19 00:00:00",5027.0500,1072770.6315
"2008-03-20 00:00:00",3998.9600,1076769.5915
"2008-03-23 00:00:00",2426.4000,1079195.9915
"2008-03-24 00:00:00",2500.1100,1081696.1015
"2008-03-25 00:00:00",2068.5000,1083764.6015
"2008-03-26 00:00:00",8349.6950,1092114.2965
"2008-03-27 00:00:00",17792.9000,1109907.1965
"2008-03-30 00:00:00",6053.1300,1115960.3265
"2008-03-31 00:00:00",7700.4000,1123660.7265
"2008-04-01 00:00:00",11549.8875,1135210.6140
"2008-04-02 00:00:00",2696.5000,1137907.1140
"2008-04-03 00:00:00",3768.9500,1141676.0640
"2008-04-06 00:00:00",5809.8500,1147485.9140
"2008-04-07 00:00:00",1211.0650,1148696.9790
"2008-04-08 00:00:00",7931.3000,1156628.2790
"2008-04-09 00:00:00",4764.8000,1161393.0790
"2008-04-10 00:00:00",1357.0300,1162750.1090
"2008-04-13 00:00:00",8401.0000,1171151.1090
"2008-04-14 00:00:00",9840.6400,1180991.7490
"2008-04-15 00:00:00",3266.8100,1184258.5590
"2008-04-16 00:00:00",4324.5250,1188583.0840
"2008-04-17 00:00:00",27143.8500,1215726.9340
"2008-04-20 00:00:00",3985.9000,1219712.8340
"2008-04-21 00:00:00",3882.6000,1223595.4340
"2008-04-22 00:00:00",2588.7500,1226184.1840
"2008-04-23 00:00:00",3386.9000,1229571.0840
"2008-04-24 00:00:00",1616.4750,1231187.5590
"2008-04-27 00:00:00",5233.0000,1236420.5590
"2008-04-28 00:00:00",5772.5000,1242193.0590
"2008-04-29 00:00:00",2741.0000,1244934.0590
"2008-04-30 00:00:00",2525.3500,1247459.4090
"2008-05-01 00:00:00",5448.5700,1252907.9790
"2008-05-04 00:00:00",2473.9300,1255381.9090
"2008-05-05 00:00:00",7632.4750,1263014.3840
"2008-05-06 00:00:00",2778.6555,1265793.0395
