companyName,orderId,orderDate
"Customer WNMAF",10731,"2007-11-06 00:00:00"
"Customer WNMAF",10746,"2007-11-19 00:00:00"
"Customer WNMAF",10966,"2008-03-20 00:00:00"
"Customer WNMAF",11029,"2008-04-16 00:00:00"
"Customer WNMAF",11041,"2008-04-22 00:00:00"
"Customer JUWXK",10290,"2006-08-27 00:00:00"
"Customer JUWXK",10466,"2007-03-06 00:00:00"
"Customer JUWXK",10494,"2007-04-02 00:00:00"
"Customer JUWXK",10969,"2008-03-23 00:00:00"
"Customer JUWXK",11042,"2008-04-22 00:00:00"
"Customer GYBBY",10435,"2007-02-04 00:00:00"
"Customer GYBBY",10462,"2007-03-03 00:00:00"
"Customer GYBBY",10848,"2008-01-23 00:00:00"
"Customer FEVNN",10363,"2006-11-26 00:00:00"
"Customer FEVNN",10391,"2006-12-23 00:00:00"
"Customer FEVNN",10797,"2007-12-25 00:00:00"
"Customer FEVNN",10825,"2008-01-09 00:00:00"
"Customer FEVNN",11036,"2008-04-20 00:00:00"
"Customer FEVNN",11067,"2008-05-04 00:00:00"
"Customer BSVAR",10311,"2006-09-20 00:00:00"
"Customer BSVAR",10609,"2007-07-24 00:00:00"
"Customer BSVAR",10683,"2007-09-26 00:00:00"
"Customer BSVAR",10890,"2008-02-16 00:00:00"
"Customer RFNQC",10364,"2006-11-26 00:00:00"
"Customer RFNQC",10400,"2007-01-01 00:00:00"
"Customer RFNQC",10532,"2007-05-09 00:00:00"
"Customer RFNQC",10726,"2007-11-03 00:00:00"
"Customer RFNQC",10987,"2008-03-31 00:00:00"
"Customer RFNQC",11024,"2008-04-15 00:00:00"
"Customer RFNQC",11047,"2008-04-24 00:00:00"
"Customer RFNQC",11056,"2008-04-28 00:00:00"
"Customer THHDP",10258,"2006-07-17 00:00:00"
"Customer THHDP",10263,"2006-07-23 00:00:00"
"Customer THHDP",10351,"2006-11-11 00:00:00"
"Customer THHDP",10368,"2006-11-29 00:00:00"
"Customer THHDP",10382,"2006-12-13 00:00:00"
"Customer THHDP",10390,"2006-12-23 00:00:00"
"Customer THHDP",10402,"2007-01-02 00:00:00"
"Customer THHDP",10403,"2007-01-03 00:00:00"
"Customer THHDP",10430,"2007-01-30 00:00:00"
"Customer THHDP",10442,"2007-02-11 00:00:00"
"Customer THHDP",10514,"2007-04-22 00:00:00"
"Customer THHDP",10571,"2007-06-17 00:00:00"
"Customer THHDP",10595,"2007-07-10 00:00:00"
"Customer THHDP",10633,"2007-08-15 00:00:00"
"Customer THHDP",10667,"2007-09-12 00:00:00"
"Customer THHDP",10698,"2007-10-09 00:00:00"
"Customer THHDP",10764,"2007-12-03 00:00:00"
"Customer THHDP",10771,"2007-12-10 00:00:00"
"Customer THHDP",10773,"2007-12-11 00:00:00"
"Customer THHDP",10776,"2007-12-15 00:00:00"
"Customer THHDP",10795,"2007-12-24 00:00:00"
"Customer THHDP",10836,"2008-01-16 00:00:00"
"Customer THHDP",10854,"2008-01-27 00:00:00"
"Customer THHDP",10895,"2008-02-18 00:00:00"
"Customer THHDP",10968,"2008-03-23 00:00:00"
"Customer THHDP",10979,"2008-03-26 00:00:00"
"Customer THHDP",10990,"2008-04-01 00:00:00"
"Customer THHDP",11008,"2008-04-08 00:00:00"
"Customer THHDP",11017,"2008-04-13 00:00:00"
"Customer THHDP",11072,"2008-05-05 00:00:00"
"Customer KIdPX",10347,"2006-11-06 00:00:00"
"Customer KIdPX",10386,"2006-12-18 00:00:00"
"Customer KIdPX",10414,"2007-01-14 00:00:00"
"Customer KIdPX",10512,"2007-04-21 00:00:00"
"Customer KIdPX",10581,"2007-06-26 00:00:00"
"Customer KIdPX",10650,"2007-08-29 00:00:00"
"Customer KIdPX",10725,"2007-10-31 00:00:00"
"Customer WVFAF",10408,"2007-01-08 00:00:00"
"Customer WVFAF",10480,"2007-03-20 00:00:00"
"Customer WVFAF",10634,"2007-08-15 00:00:00"
"Customer WVFAF",10763,"2007-12-03 00:00:00"
"Customer WVFAF",10789,"2007-12-22 00:00:00"
"Customer CYZTN",10264,"2006-07-24 00:00:00"
"Customer CYZTN",10327,"2006-10-11 00:00:00"
"Customer CYZTN",10378,"2006-12-10 00:00:00"
"Customer CYZTN",10434,"2007-02-03 00:00:00"
"Customer CYZTN",10460,"2007-02-28 00:00:00"
"Customer CYZTN",10533,"2007-05-12 00:00:00"
"Customer CYZTN",10561,"2007-06-06 00:00:00"
"Customer CYZTN",10703,"2007-10-14 00:00:00"
"Customer CYZTN",10762,"2007-12-02 00:00:00"
"Customer CYZTN",10774,"2007-12-11 00:00:00"
"Customer CYZTN",10824,"2008-01-09 00:00:00"
"Customer CYZTN",10880,"2008-02-10 00:00:00"
"Customer CYZTN",10902,"2008-02-23 00:00:00"
"Customer CYZTN",10955,"2008-03-17 00:00:00"
"Customer CYZTN",10977,"2008-03-26 00:00:00"
"Customer CYZTN",10980,"2008-03-27 00:00:00"
"Customer CYZTN",10993,"2008-04-01 00:00:00"
"Customer CYZTN",11001,"2008-04-06 00:00:00"
"Customer CYZTN",11050,"2008-04-27 00:00:00"
"Customer AZJED",10267,"2006-07-29 00:00:00"
"Customer AZJED",10337,"2006-10-24 00:00:00"
"Customer AZJED",10342,"2006-10-30 00:00:00"
"Customer AZJED",10396,"2006-12-27 00:00:00"
"Customer AZJED",10488,"2007-03-27 00:00:00"
"Customer AZJED",10560,"2007-06-06 00:00:00"
"Customer AZJED",10623,"2007-08-07 00:00:00"
"Customer AZJED",10653,"2007-09-02 00:00:00"
"Customer AZJED",10670,"2007-09-16 00:00:00"
"Customer AZJED",10675,"2007-09-19 00:00:00"
"Customer AZJED",10717,"2007-10-24 00:00:00"
"Customer AZJED",10791,"2007-12-23 00:00:00"
"Customer AZJED",10859,"2008-01-29 00:00:00"
"Customer AZJED",10929,"2008-03-05 00:00:00"
"Customer AZJED",11012,"2008-04-09 00:00:00"
"Customer USDBG",10671,"2007-09-17 00:00:00"
"Customer USDBG",10860,"2008-01-29 00:00:00"
"Customer USDBG",10971,"2008-03-24 00:00:00"
"Customer WMFEA",10422,"2007-01-22 00:00:00"
"Customer WMFEA",10710,"2007-10-20 00:00:00"
"Customer WMFEA",10753,"2007-11-25 00:00:00"
"Customer WMFEA",10807,"2007-12-31 00:00:00"
"Customer WMFEA",11026,"2008-04-15 00:00:00"
"Customer WMFEA",11060,"2008-04-30 00:00:00"
"Customer XYUFB",10328,"2006-10-14 00:00:00"
"Customer XYUFB",10352,"2006-11-12 00:00:00"
"Customer XYUFB",10464,"2007-03-04 00:00:00"
"Customer XYUFB",10491,"2007-03-31 00:00:00"
"Customer XYUFB",10551,"2007-05-28 00:00:00"
"Customer XYUFB",10604,"2007-07-18 00:00:00"
"Customer XYUFB",10664,"2007-09-10 00:00:00"
"Customer XYUFB",10963,"2008-03-19 00:00:00"
"Customer MDLWA",10366,"2006-11-28 00:00:00"
"Customer MDLWA",10426,"2007-01-27 00:00:00"
"Customer MDLWA",10568,"2007-06-13 00:00:00"
"Customer MDLWA",10887,"2008-02-13 00:00:00"
"Customer MDLWA",10928,"2008-03-05 00:00:00"
"Customer KSLQF",10303,"2006-09-11 00:00:00"
"Customer KSLQF",10550,"2007-05-28 00:00:00"
"Customer KSLQF",10629,"2007-08-12 00:00:00"
"Customer KSLQF",10872,"2008-02-05 00:00:00"
"Customer KSLQF",10874,"2008-02-06 00:00:00"
"Customer KSLQF",10888,"2008-02-16 00:00:00"
"Customer KSLQF",10911,"2008-02-26 00:00:00"
"Customer KSLQF",10948,"2008-03-13 00:00:00"
"Customer KSLQF",11009,"2008-04-08 00:00:00"
"Customer KSLQF",11037,"2008-04-21 00:00:00"
"Customer YJCBX",10423,"2007-01-23 00:00:00"
"Customer YJCBX",10652,"2007-09-01 00:00:00"
"Customer YJCBX",10685,"2007-09-29 00:00:00"
"Customer YJCBX",10709,"2007-10-17 00:00:00"
"Customer YJCBX",10734,"2007-11-07 00:00:00"
"Customer YJCBX",10777,"2007-12-15 00:00:00"
"Customer YJCBX",10790,"2007-12-22 00:00:00"
"Customer YJCBX",10959,"2008-03-18 00:00:00"
"Customer YJCBX",11049,"2008-04-24 00:00:00"
"Customer YSIQX",10528,"2007-05-06 00:00:00"
"Customer YSIQX",10589,"2007-07-04 00:00:00"
"Customer YSIQX",10616,"2007-07-31 00:00:00"
"Customer YSIQX",10617,"2007-07-31 00:00:00"
"Customer YSIQX",10656,"2007-09-04 00:00:00"
"Customer YSIQX",10681,"2007-09-25 00:00:00"
"Customer YSIQX",10816,"2008-01-06 00:00:00"
"Customer YSIQX",10936,"2008-03-09 00:00:00"
"Customer YSIQX",11006,"2008-04-07 00:00:00"
"Customer YSIQX",11040,"2008-04-22 00:00:00"
"Customer YSIQX",11061,"2008-04-30 00:00:00"
"Customer FVXPQ",10268,"2006-07-30 00:00:00"
"Customer FVXPQ",10785,"2007-12-18 00:00:00"
"Customer IBVRG",10250,"2006-07-08 00:00:00"
"Customer IBVRG",10253,"2006-07-10 00:00:00"
"Customer IBVRG",10541,"2007-05-19 00:00:00"
"Customer IBVRG",10645,"2007-08-26 00:00:00"
"Customer IBVRG",10690,"2007-10-02 00:00:00"
"Customer IBVRG",10770,"2007-12-09 00:00:00"
"Customer IBVRG",10783,"2007-12-18 00:00:00"
"Customer IBVRG",10886,"2008-02-13 00:00:00"
"Customer IBVRG",10903,"2008-02-24 00:00:00"
"Customer IBVRG",10922,"2008-03-03 00:00:00"
"Customer IBVRG",10925,"2008-03-04 00:00:00"
"Customer IBVRG",10981,"2008-03-27 00:00:00"
"Customer IBVRG",11022,"2008-04-14 00:00:00"
"Customer IBVRG",11052,"2008-04-27 00:00:00"
"Customer UMTLM",10257,"2006-07-16 00:00:00"
"Customer UMTLM",10395,"2006-12-26 00:00:00"
"Customer UMTLM",10476,"2007-03-17 00:00:00"
"Customer UMTLM",10486,"2007-03-26 00:00:00"
"Customer UMTLM",10490,"2007-03-31 00:00:00"
"Customer UMTLM",10498,"2007-04-07 00:00:00"
"Customer UMTLM",10552,"2007-05-29 00:00:00"
"Customer UMTLM",10601,"2007-07-16 00:00:00"
"Customer UMTLM",10613,"2007-07-29 00:00:00"
"Customer UMTLM",10641,"2007-08-22 00:00:00"
"Customer UMTLM",10705,"2007-10-15 00:00:00"
"Customer UMTLM",10796,"2007-12-25 00:00:00"
"Customer UMTLM",10863,"2008-02-02 00:00:00"
"Customer UMTLM",10901,"2008-02-23 00:00:00"
"Customer UMTLM",10957,"2008-03-18 00:00:00"
"Customer UMTLM",10960,"2008-03-19 00:00:00"
"Customer UMTLM",10976,"2008-03-25 00:00:00"
"Customer UMTLM",11055,"2008-04-28 00:00:00"
"Customer LVJSO",10375,"2006-12-06 00:00:00"
"Customer LVJSO",10394,"2006-12-25 00:00:00"
"Customer LVJSO",10415,"2007-01-15 00:00:00"
"Customer LVJSO",10600,"2007-07-16 00:00:00"
"Customer LVJSO",10660,"2007-09-08 00:00:00"
"Customer FRXZL",10298,"2006-09-05 00:00:00"
"Customer FRXZL",10309,"2006-09-19 00:00:00"
"Customer FRXZL",10335,"2006-10-22 00:00:00"
"Customer FRXZL",10373,"2006-12-05 00:00:00"
"Customer FRXZL",10380,"2006-12-12 00:00:00"
"Customer FRXZL",10429,"2007-01-29 00:00:00"
"Customer FRXZL",10503,"2007-04-11 00:00:00"
"Customer FRXZL",10516,"2007-04-24 00:00:00"
"Customer FRXZL",10567,"2007-06-12 00:00:00"
"Customer FRXZL",10646,"2007-08-27 00:00:00"
"Customer FRXZL",10661,"2007-09-09 00:00:00"
"Customer FRXZL",10687,"2007-09-30 00:00:00"
"Customer FRXZL",10701,"2007-10-13 00:00:00"
"Customer FRXZL",10712,"2007-10-21 00:00:00"
"Customer FRXZL",10736,"2007-11-11 00:00:00"
"Customer FRXZL",10897,"2008-02-19 00:00:00"
"Customer FRXZL",10912,"2008-02-26 00:00:00"
"Customer FRXZL",10985,"2008-03-30 00:00:00"
"Customer FRXZL",11063,"2008-04-30 00:00:00"
"Customer LJUCA",10315,"2006-09-26 00:00:00"
"Customer LJUCA",10318,"2006-10-01 00:00:00"
"Customer LJUCA",10321,"2006-10-03 00:00:00"
"Customer LJUCA",10473,"2007-03-13 00:00:00"
"Customer LJUCA",10621,"2007-08-05 00:00:00"
"Customer LJUCA",10674,"2007-09-18 00:00:00"
"Customer LJUCA",10749,"2007-11-20 00:00:00"
"Customer LJUCA",10798,"2007-12-26 00:00:00"
"Customer LJUCA",10829,"2008-01-13 00:00:00"
"Customer LJUCA",10933,"2008-03-06 00:00:00"
"Customer GLLAG",10323,"2006-10-07 00:00:00"
"Customer GLLAG",10325,"2006-10-09 00:00:00"
"Customer GLLAG",10456,"2007-02-25 00:00:00"
"Customer GLLAG",10457,"2007-02-25 00:00:00"
"Customer GLLAG",10468,"2007-03-07 00:00:00"
"Customer GLLAG",10506,"2007-04-15 00:00:00"
"Customer GLLAG",10542,"2007-05-20 00:00:00"
"Customer GLLAG",10630,"2007-08-13 00:00:00"
"Customer GLLAG",10718,"2007-10-27 00:00:00"
"Customer GLLAG",10799,"2007-12-26 00:00:00"
"Customer GLLAG",10817,"2008-01-06 00:00:00"
"Customer GLLAG",10849,"2008-01-23 00:00:00"
"Customer GLLAG",10893,"2008-02-18 00:00:00"
"Customer GLLAG",11028,"2008-04-16 00:00:00"
"Customer EFFTC",10858,"2008-01-29 00:00:00"
"Customer EFFTC",10927,"2008-03-05 00:00:00"
"Customer EFFTC",10972,"2008-03-24 00:00:00"
"Customer EFFTC",10973,"2008-03-24 00:00:00"
"Customer XIIWM",10350,"2006-11-11 00:00:00"
"Customer XIIWM",10358,"2006-11-20 00:00:00"
"Customer XIIWM",10371,"2006-12-03 00:00:00"
"Customer XIIWM",10413,"2007-01-14 00:00:00"
"Customer XIIWM",10425,"2007-01-24 00:00:00"
"Customer XIIWM",10454,"2007-02-21 00:00:00"
"Customer XIIWM",10493,"2007-04-02 00:00:00"
"Customer XIIWM",10500,"2007-04-09 00:00:00"
"Customer XIIWM",10610,"2007-07-25 00:00:00"
"Customer XIIWM",10631,"2007-08-14 00:00:00"
"Customer XIIWM",10787,"2007-12-19 00:00:00"
"Customer XIIWM",10832,"2008-01-14 00:00:00"
"Customer XIIWM",10923,"2008-03-03 00:00:00"
"Customer XIIWM",11051,"2008-04-27 00:00:00"
"Customer IAIJK",10495,"2007-04-03 00:00:00"
"Customer IAIJK",10620,"2007-08-05 00:00:00"
"Customer IAIJK",10810,"2008-01-01 00:00:00"
"Customer UISOJ",10482,"2007-03-21 00:00:00"
"Customer UISOJ",10545,"2007-05-22 00:00:00"
"Customer OXFRU",10279,"2006-08-13 00:00:00"
"Customer OXFRU",10284,"2006-08-19 00:00:00"
"Customer OXFRU",10343,"2006-10-31 00:00:00"
"Customer OXFRU",10497,"2007-04-04 00:00:00"
"Customer OXFRU",10522,"2007-04-30 00:00:00"
"Customer OXFRU",10534,"2007-05-12 00:00:00"
"Customer OXFRU",10536,"2007-05-14 00:00:00"
"Customer OXFRU",10557,"2007-06-03 00:00:00"
"Customer OXFRU",10592,"2007-07-08 00:00:00"
"Customer OXFRU",10593,"2007-07-09 00:00:00"
"Customer OXFRU",10772,"2007-12-10 00:00:00"
"Customer OXFRU",10862,"2008-01-30 00:00:00"
"Customer OXFRU",10891,"2008-02-17 00:00:00"
"Customer OXFRU",10934,"2008-03-09 00:00:00"
"Customer OXFRU",11070,"2008-05-05 00:00:00"
"Customer QXPPT",10579,"2007-06-25 00:00:00"
"Customer QXPPT",10719,"2007-10-27 00:00:00"
"Customer QXPPT",10735,"2007-11-10 00:00:00"
"Customer QXPPT",10884,"2008-02-12 00:00:00"
"Customer XPNIK",10283,"2006-08-16 00:00:00"
"Customer XPNIK",10296,"2006-09-03 00:00:00"
"Customer XPNIK",10330,"2006-10-16 00:00:00"
"Customer XPNIK",10357,"2006-11-19 00:00:00"
"Customer XPNIK",10381,"2006-12-12 00:00:00"
"Customer XPNIK",10461,"2007-02-28 00:00:00"
"Customer XPNIK",10499,"2007-04-08 00:00:00"
"Customer XPNIK",10543,"2007-05-21 00:00:00"
"Customer XPNIK",10780,"2007-12-16 00:00:00"
"Customer XPNIK",10823,"2008-01-09 00:00:00"
"Customer XPNIK",10899,"2008-02-20 00:00:00"
"Customer XPNIK",10997,"2008-04-03 00:00:00"
"Customer XPNIK",11065,"2008-05-01 00:00:00"
"Customer XPNIK",11071,"2008-05-05 00:00:00"
"Customer PSQUZ",10405,"2007-01-06 00:00:00"
"Customer PSQUZ",10485,"2007-03-25 00:00:00"
"Customer PSQUZ",10638,"2007-08-20 00:00:00"
"Customer PSQUZ",10697,"2007-10-08 00:00:00"
"Customer PSQUZ",10729,"2007-11-04 00:00:00"
"Customer PSQUZ",10811,"2008-01-02 00:00:00"
"Customer PSQUZ",10838,"2008-01-19 00:00:00"
"Customer PSQUZ",10840,"2008-01-19 00:00:00"
"Customer PSQUZ",10919,"2008-03-02 00:00:00"
"Customer PSQUZ",10954,"2008-03-17 00:00:00"
"Customer PSQUZ",11014,"2008-04-10 00:00:00"
"Customer PSQUZ",11039,"2008-04-21 00:00:00"
"Customer DVFMB",10307,"2006-09-17 00:00:00"
"Customer DVFMB",10317,"2006-09-30 00:00:00"
"Customer DVFMB",10544,"2007-05-21 00:00:00"
"Customer DVFMB",10662,"2007-09-09 00:00:00"
"Customer DVFMB",10665,"2007-09-11 00:00:00"
"Customer DVFMB",10867,"2008-02-03 00:00:00"
"Customer DVFMB",10883,"2008-02-12 00:00:00"
"Customer DVFMB",11018,"2008-04-13 00:00:00"
"Customer CQRAA",10275,"2006-08-07 00:00:00"
"Customer CQRAA",10300,"2006-09-09 00:00:00"
"Customer CQRAA",10404,"2007-01-03 00:00:00"
"Customer CQRAA",10467,"2007-03-06 00:00:00"
"Customer CQRAA",10635,"2007-08-18 00:00:00"
"Customer CQRAA",10754,"2007-11-25 00:00:00"
"Customer CQRAA",10784,"2007-12-18 00:00:00"
"Customer CQRAA",10818,"2008-01-07 00:00:00"
"Customer CQRAA",10939,"2008-03-10 00:00:00"
"Customer CQRAA",10950,"2008-03-16 00:00:00"
"Customer JYPSC",10529,"2007-05-07 00:00:00"
"Customer JYPSC",10649,"2007-08-28 00:00:00"
"Customer JYPSC",10760,"2007-12-01 00:00:00"
"Customer JYPSC",10892,"2008-02-17 00:00:00"
"Customer JYPSC",10896,"2008-02-19 00:00:00"
"Customer JYPSC",10978,"2008-03-26 00:00:00"
"Customer JYPSC",11004,"2008-04-07 00:00:00"
"Customer PVDZC",10332,"2006-10-17 00:00:00"
"Customer PVDZC",10339,"2006-10-28 00:00:00"
"Customer PVDZC",10376,"2006-12-09 00:00:00"
"Customer PVDZC",10424,"2007-01-23 00:00:00"
"Customer PVDZC",10439,"2007-02-07 00:00:00"
"Customer PVDZC",10505,"2007-04-14 00:00:00"
"Customer PVDZC",10565,"2007-06-11 00:00:00"
"Customer PVDZC",10570,"2007-06-17 00:00:00"
"Customer PVDZC",10590,"2007-07-07 00:00:00"
"Customer PVDZC",10605,"2007-07-21 00:00:00"
"Customer PVDZC",10618,"2007-08-01 00:00:00"
"Customer PVDZC",10619,"2007-08-04 00:00:00"
"Customer PVDZC",10724,"2007-10-30 00:00:00"
"Customer PZNLA",10277,"2006-08-09 00:00:00"
"Customer PZNLA",10575,"2007-06-20 00:00:00"
"Customer PZNLA",10699,"2007-10-09 00:00:00"
"Customer PZNLA",10779,"2007-12-16 00:00:00"
"Customer PZNLA",10945,"2008-03-12 00:00:00"
"Customer GCJSG",10517,"2007-04-24 00:00:00"
"Customer GCJSG",10752,"2007-11-24 00:00:00"
"Customer GCJSG",11057,"2008-04-29 00:00:00"
"Customer TDKEG",10409,"2007-01-09 00:00:00"
"Customer TDKEG",10531,"2007-05-08 00:00:00"
"Customer TDKEG",10898,"2008-02-20 00:00:00"
"Customer TDKEG",10958,"2008-03-18 00:00:00"
"Customer TDKEG",10986,"2008-03-30 00:00:00"
"Customer KZQZT",10305,"2006-09-13 00:00:00"
"Customer KZQZT",10338,"2006-10-25 00:00:00"
"Customer KZQZT",10441,"2007-02-10 00:00:00"
"Customer KZQZT",10594,"2007-07-09 00:00:00"
"Customer KZQZT",10680,"2007-09-24 00:00:00"
"Customer KZQZT",10706,"2007-10-16 00:00:00"
"Customer KZQZT",10808,"2008-01-01 00:00:00"
"Customer KZQZT",10855,"2008-01-27 00:00:00"
"Customer KZQZT",10965,"2008-03-20 00:00:00"
"Customer KZQZT",11034,"2008-04-20 00:00:00"
"Customer QNIVZ",10260,"2006-07-19 00:00:00"
"Customer QNIVZ",10407,"2007-01-07 00:00:00"
"Customer QNIVZ",10508,"2007-04-16 00:00:00"
"Customer QNIVZ",10554,"2007-05-30 00:00:00"
"Customer QNIVZ",10580,"2007-06-26 00:00:00"
"Customer QNIVZ",10684,"2007-09-26 00:00:00"
"Customer QNIVZ",10766,"2007-12-05 00:00:00"
"Customer QNIVZ",10833,"2008-01-15 00:00:00"
"Customer QNIVZ",10999,"2008-04-03 00:00:00"
